SEQUÊNCIA,DATAFATO,HORAFATO,GRUPOFATO,TIPOENQUADRAMENTO,TIPOFATO,MUNICIPIOFATO,LOCALFATO,BAIRRO,QUANTIDADEVÍTIMAS,IDADEVÍTIMA,SEXOVÍTIMA,CORVÍTIMA,data_nova,mes,dia,ano,mes_ano,data_tempo_num,hora,periodo,periodo1,mes_ano2
356660,18/06/2024,09:30:43,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,37,Feminino,Sem informação,2024-06-18,6,18,2024,773,1960-01-01T09:30:43Z,9,9,1,jun 2024
356874,18/06/2024,10:40:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,47,Masculino,Sem informação,2024-06-18,6,18,2024,773,1960-01-01T10:40:00Z,10,10,1,jun 2024
356923,18/06/2024,11:00:00,CONTRAVENCOES,VIAS DE FATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,8,Masculino,Sem informação,2024-06-18,6,18,2024,773,1960-01-01T11:00:00Z,11,11,1,jun 2024
357011,18/06/2024,11:38:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,47,Masculino,Sem informação,2024-06-18,6,18,2024,773,1960-01-01T11:38:00Z,11,11,1,jun 2024
357135,18/06/2024,12:33:38,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,47,Masculino,Sem informação,2024-06-18,6,18,2024,773,1960-01-01T12:33:38Z,12,12,2,jun 2024
357411,18/06/2024,14:43:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,40,Feminino,Sem informação,2024-06-18,6,18,2024,773,1960-01-01T14:43:00Z,14,14,2,jun 2024
357544,18/06/2024,15:30:50,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,29,Masculino,Sem informação,2024-06-18,6,18,2024,773,1960-01-01T15:30:50Z,15,15,2,jun 2024
357614,18/06/2024,16:00:31,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,37,Masculino,Sem informação,2024-06-18,6,18,2024,773,1960-01-01T16:00:31Z,16,16,2,jun 2024
357651,18/06/2024,16:30:00,CRIMES,OUTRAS FRAUDES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,38,Feminino,Sem informação,2024-06-18,6,18,2024,773,1960-01-01T16:30:00Z,16,16,2,jun 2024
357728,18/06/2024,17:07:00,CRIMES,ESTELIONATO  FRAUDE COM A UTILIZACAO DE ATIVOS VIRTUAIS VALORES MOBILIARIOS OU ATIVOS FINANCEIROS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,77,Feminino,Branca,2024-06-18,6,18,2024,773,1960-01-01T17:07:00Z,17,17,2,jun 2024
358166,18/06/2024,21:00:00,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,65,Feminino,Branca,2024-06-18,6,18,2024,773,1960-01-01T21:00:00Z,21,21,3,jun 2024
358332,19/06/2024,00:30:00,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,ESTABELECIMENTO COMERCIAL,MENINO DEUS,1,27,Feminino,Branca,2024-06-19,6,19,2024,773,1960-01-01T00:30:00Z,0,0,9,jun 2024
358429,19/06/2024,05:30:00,CRIMES,OUTROS FURTOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,49,Masculino,Sem informação,2024-06-19,6,19,2024,773,1960-01-01T05:30:00Z,5,5,9,jun 2024
358597,19/06/2024,08:00:52,CRIMES,OUTROS CRIMES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,23,Feminino,Sem informação,2024-06-19,6,19,2024,773,1960-01-01T08:00:52Z,8,8,1,jun 2024
358849,19/06/2024,10:26:00,CRIMES,OUTRAS FRAUDES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,73,Masculino,Sem informação,2024-06-19,6,19,2024,773,1960-01-01T10:26:00Z,10,10,1,jun 2024
358933,19/06/2024,11:19:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,47,Masculino,Sem informação,2024-06-19,6,19,2024,773,1960-01-01T11:19:00Z,11,11,1,jun 2024
359551,19/06/2024,16:05:38,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,47,Masculino,Sem informação,2024-06-19,6,19,2024,773,1960-01-01T16:05:38Z,16,16,2,jun 2024
360058,19/06/2024,20:45:00,CRIMES,COMUNICACAO FALSA DE CRIME OU CONTRAVENCAO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,47,Masculino,Sem informação,2024-06-19,6,19,2024,773,1960-01-01T20:45:00Z,20,20,3,jun 2024
360181,19/06/2024,22:55:21,CONTRAVENCOES,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,2,34,Feminino,Sem informação,2024-06-19,6,19,2024,773,1960-01-01T22:55:21Z,22,22,3,jun 2024
360647,20/06/2024,09:00:00,CRIMES,DIFAMACAO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,32,Feminino,Branca,2024-06-20,6,20,2024,773,1960-01-01T09:00:00Z,9,9,1,jun 2024
360974,20/06/2024,11:22:00,CRIMES,COMUNICACAO FALSA DE CRIME OU CONTRAVENCAO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,47,Masculino,Sem informação,2024-06-20,6,20,2024,773,1960-01-01T11:22:00Z,11,11,1,jun 2024
361287,20/06/2024,13:40:00,CRIMES,FURTO EM VEICULO - ESTEPE,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2024-06-20,6,20,2024,773,1960-01-01T13:40:00Z,13,13,2,jun 2024
361413,20/06/2024,14:30:52,CRIMES,OUTROS CRIMES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,25,Masculino,Sem informação,2024-06-20,6,20,2024,773,1960-01-01T14:30:52Z,14,14,2,jun 2024
361848,20/06/2024,18:00:00,CRIMES,APROPRIACAO DE COISA ACHADA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,34,Feminino,Sem informação,2024-06-20,6,20,2024,773,1960-01-01T18:00:00Z,18,18,3,jun 2024
361902,20/06/2024,18:22:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,21,Masculino,Branca,2024-06-20,6,20,2024,773,1960-01-01T18:22:00Z,18,18,3,jun 2024
362127,20/06/2024,20:21:00,CRIMES,APROPRIACAO INDEBITA,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,29,Masculino,Branca,2024-06-20,6,20,2024,773,1960-01-01T20:21:00Z,20,20,3,jun 2024
363267,21/06/2024,14:00:00,CRIMES,OUTROS FURTOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,23,Masculino,Sem informação,2024-06-21,6,21,2024,773,1960-01-01T14:00:00Z,14,14,2,jun 2024
363574,21/06/2024,16:30:00,CRIMES,ROUBO A PEDESTRE,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,18,Masculino,Amarela,2024-06-21,6,21,2024,773,1960-01-01T16:30:00Z,16,16,2,jun 2024
364129,21/06/2024,22:10:00,CRIMES,ROUBO DE CELULAR,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,29,Masculino,Sem informação,2024-06-21,6,21,2024,773,1960-01-01T22:10:00Z,22,22,3,jun 2024
364937,22/06/2024,11:30:00,CRIMES,FURTO DE VEICULO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,68,Masculino,Branca,2024-06-22,6,22,2024,773,1960-01-01T11:30:00Z,11,11,1,jun 2024
365301,22/06/2024,15:23:00,CRIMES,OUTROS FURTOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2024-06-22,6,22,2024,773,1960-01-01T15:23:00Z,15,15,2,jun 2024
365510,22/06/2024,17:00:00,CRIMES,FURTO/ARROMBAMENTO,Consumado,PORTO ALEGRE,HOSPITAIS/CLINICAS,MENINO DEUS,2,71,Masculino,Branca,2024-06-22,6,22,2024,773,1960-01-01T17:00:00Z,17,17,2,jun 2024
365649,22/06/2024,18:30:00,CRIMES,ROUBO A PEDESTRE,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,46,Feminino,Sem informação,2024-06-22,6,22,2024,773,1960-01-01T18:30:00Z,18,18,3,jun 2024
365664,22/06/2024,18:35:00,CRIMES,INJURIA,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,48,Feminino,Preta,2024-06-22,6,22,2024,773,1960-01-01T18:35:00Z,18,18,3,jun 2024
365996,22/06/2024,22:00:00,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,53,Masculino,Branca,2024-06-22,6,22,2024,773,1960-01-01T22:00:00Z,22,22,3,jun 2024
366839,23/06/2024,11:11:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,2,75,Feminino,Sem informação,2024-06-23,6,23,2024,773,1960-01-01T11:11:00Z,11,11,1,jun 2024
366879,23/06/2024,11:50:00,CRIMES,ESTELIONATO  FRAUDE ELETRONICA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,39,Feminino,Branca,2024-06-23,6,23,2024,773,1960-01-01T11:50:00Z,11,11,1,jun 2024
367003,23/06/2024,13:37:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,2,75,Feminino,Sem informação,2024-06-23,6,23,2024,773,1960-01-01T13:37:00Z,13,13,2,jun 2024
367803,23/06/2024,22:00:00,CRIMES,APROPRIACAO INDEBITA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,39,Feminino,Sem informação,2024-06-23,6,23,2024,773,1960-01-01T22:00:00Z,22,22,3,jun 2024
368028,24/06/2024,01:30:00,CRIMES,FURTO SIMPLES EM RESIDENCIA,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,36,Feminino,Branca,2024-06-24,6,24,2024,773,1960-01-01T01:30:00Z,1,1,9,jun 2024
368090,24/06/2024,04:00:00,CRIMES,FURTO/ARROMBAMENTO A ESTABELECIMENTO DE ENSINO,Consumado,PORTO ALEGRE,ETABELECIMENTO ENSINO,MENINO DEUS,0,NA,,,2024-06-24,6,24,2024,773,1960-01-01T04:00:00Z,4,4,9,jun 2024
368169,24/06/2024,07:00:00,CRIMES,FURTO/ARROMBAMENTO DE RESIDENCIA,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,61,Feminino,Branca,2024-06-24,6,24,2024,773,1960-01-01T07:00:00Z,7,7,1,jun 2024
368376,24/06/2024,09:00:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,ESTABELECIMENTO COMERCIAL,MENINO DEUS,1,36,Masculino,Branca,2024-06-24,6,24,2024,773,1960-01-01T09:00:00Z,9,9,1,jun 2024
368879,24/06/2024,12:46:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,47,Masculino,Sem informação,2024-06-24,6,24,2024,773,1960-01-01T12:46:00Z,12,12,2,jun 2024
368935,24/06/2024,13:02:56,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,47,Masculino,Sem informação,2024-06-24,6,24,2024,773,1960-01-01T13:02:56Z,13,13,2,jun 2024
369080,24/06/2024,14:02:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,47,Masculino,Branca,2024-06-24,6,24,2024,773,1960-01-01T14:02:00Z,14,14,2,jun 2024
369143,24/06/2024,14:52:32,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,47,Masculino,Sem informação,2024-06-24,6,24,2024,773,1960-01-01T14:52:32Z,14,14,2,jun 2024
369220,24/06/2024,15:06:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,47,Masculino,Sem informação,2024-06-24,6,24,2024,773,1960-01-01T15:06:00Z,15,15,2,jun 2024
369279,24/06/2024,15:39:00,CRIMES,OUTROS FURTOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,23,Masculino,Sem informação,2024-06-24,6,24,2024,773,1960-01-01T15:39:00Z,15,15,2,jun 2024
369518,24/06/2024,17:30:00,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,ESTABELECIMENTO COMERCIAL,MENINO DEUS,1,76,Masculino,Branca,2024-06-24,6,24,2024,773,1960-01-01T17:30:00Z,17,17,2,jun 2024
369672,24/06/2024,19:00:00,CRIMES,PRECONCEITO RACA COR,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,44,Masculino,Sem informação,2024-06-24,6,24,2024,773,1960-01-01T19:00:00Z,19,19,3,jun 2024
370060,25/06/2024,01:20:00,CRIMES,FURTO/ARROMBAMENTO A ESTABELECIMENTO DE ENSINO,Consumado,PORTO ALEGRE,ETABELECIMENTO ENSINO,MENINO DEUS,0,NA,,,2024-06-25,6,25,2024,773,1960-01-01T01:20:00Z,1,1,9,jun 2024
370150,25/06/2024,06:00:00,CRIMES,FURTO/ARROMBAMENTO A ESTABELECIMENTO DE ENSINO,Consumado,PORTO ALEGRE,ETABELECIMENTO ENSINO,MENINO DEUS,0,NA,,,2024-06-25,6,25,2024,773,1960-01-01T06:00:00Z,6,6,1,jun 2024
370405,25/06/2024,09:26:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,2,33,Feminino,Branca,2024-06-25,6,25,2024,773,1960-01-01T09:26:00Z,9,9,1,jun 2024
370429,25/06/2024,09:50:00,CRIMES,FURTO DE VEICULO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2024-06-25,6,25,2024,773,1960-01-01T09:50:00Z,9,9,1,jun 2024
370629,25/06/2024,10:59:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,47,Masculino,Sem informação,2024-06-25,6,25,2024,773,1960-01-01T10:59:00Z,10,10,1,jun 2024
370632,25/06/2024,11:00:00,CRIMES,LESAO CORPORAL,Consumado,PORTO ALEGRE,ESTABELECIMENTO COMERCIAL,MENINO DEUS,1,37,Feminino,Branca,2024-06-25,6,25,2024,773,1960-01-01T11:00:00Z,11,11,1,jun 2024
370689,25/06/2024,11:10:00,CRIMES,LESAO CORPORAL,Consumado,PORTO ALEGRE,HOSPITAIS/CLINICAS,MENINO DEUS,2,37,Feminino,Branca,2024-06-25,6,25,2024,773,1960-01-01T11:10:00Z,11,11,1,jun 2024
370952,25/06/2024,13:00:25,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,47,Masculino,Sem informação,2024-06-25,6,25,2024,773,1960-01-01T13:00:25Z,13,13,2,jun 2024
371138,25/06/2024,14:30:00,CRIMES,FUGA DE LOCAL DE ACIDENTE - ART. 305,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2024-06-25,6,25,2024,773,1960-01-01T14:30:00Z,14,14,2,jun 2024
371351,25/06/2024,16:00:00,CRIMES,FURTO EM VEICULO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,44,Feminino,Branca,2024-06-25,6,25,2024,773,1960-01-01T16:00:00Z,16,16,2,jun 2024
371368,25/06/2024,16:00:33,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,46,Feminino,Sem informação,2024-06-25,6,25,2024,773,1960-01-01T16:00:33Z,16,16,2,jun 2024
372020,26/06/2024,00:05:00,CRIMES,ROUBO A TRANSPORTE COLETIVO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,64,Masculino,Branca,2024-06-26,6,26,2024,773,1960-01-01T00:05:00Z,0,0,9,jun 2024
372478,26/06/2024,10:30:00,CRIMES,OUTROS CRIMES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,39,Masculino,Sem informação,2024-06-26,6,26,2024,773,1960-01-01T10:30:00Z,10,10,1,jun 2024
372667,26/06/2024,12:02:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,47,Masculino,Sem informação,2024-06-26,6,26,2024,773,1960-01-01T12:02:00Z,12,12,2,jun 2024
372676,26/06/2024,12:15:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,47,Masculino,Sem informação,2024-06-26,6,26,2024,773,1960-01-01T12:15:00Z,12,12,2,jun 2024
373111,26/06/2024,15:54:00,CRIMES,FAVORECIMENTO DA PROSTITUICAO OU DE OUTRA FORMA DE EXPLORACAO SEXUAL DE CRIANCA OU ADOLESCENTE OU DE VULNERAVEL,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,15,Masculino,Preta,2024-06-26,6,26,2024,773,1960-01-01T15:54:00Z,15,15,2,jun 2024
373856,27/06/2024,01:30:00,CRIMES,FURTO/ARROMBAMENTO A ESTABELECIMENTO DE ENSINO,Consumado,PORTO ALEGRE,ETABELECIMENTO ENSINO,MENINO DEUS,0,NA,,,2024-06-27,6,27,2024,773,1960-01-01T01:30:00Z,1,1,9,jun 2024
373861,27/06/2024,02:00:00,CRIMES,ENTORPECENTES - TRAFICO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2024-06-27,6,27,2024,773,1960-01-01T02:00:00Z,2,2,9,jun 2024
374406,27/06/2024,10:50:00,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,17,Masculino,Branca,2024-06-27,6,27,2024,773,1960-01-01T10:50:00Z,10,10,1,jun 2024
374462,27/06/2024,11:02:08,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,47,Masculino,Sem informação,2024-06-27,6,27,2024,773,1960-01-01T11:02:08Z,11,11,1,jun 2024
374645,27/06/2024,12:30:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,57,Feminino,Sem informação,2024-06-27,6,27,2024,773,1960-01-01T12:30:00Z,12,12,2,jun 2024
375543,27/06/2024,19:45:00,CRIMES,IMPORTUNACAO SEXUAL,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,16,Feminino,Branca,2024-06-27,6,27,2024,773,1960-01-01T19:45:00Z,19,19,3,jun 2024
376018,28/06/2024,07:23:00,CRIMES,COMUNICACAO FALSA DE CRIME OU CONTRAVENCAO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2024-06-28,6,28,2024,773,1960-01-01T07:23:00Z,7,7,1,jun 2024
376239,28/06/2024,09:30:00,CRIMES,OUTROS CRIMES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,50,Feminino,Sem informação,2024-06-28,6,28,2024,773,1960-01-01T09:30:00Z,9,9,1,jun 2024
376359,28/06/2024,10:00:05,CRIMES,OUTRAS FRAUDES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,45,Masculino,Sem informação,2024-06-28,6,28,2024,773,1960-01-01T10:00:05Z,10,10,1,jun 2024
376457,28/06/2024,11:00:00,CRIMES,CRIME DE POLUICAO E OUTROS CRIMES AMBIENTAIS,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,0,NA,,,2024-06-28,6,28,2024,773,1960-01-01T11:00:00Z,11,11,1,jun 2024
377194,28/06/2024,17:00:00,CRIMES,ESTELIONATO  FRAUDE ELETRONICA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,48,Feminino,Branca,2024-06-28,6,28,2024,773,1960-01-01T17:00:00Z,17,17,2,jun 2024
377252,28/06/2024,17:30:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,52,Masculino,Branca,2024-06-28,6,28,2024,773,1960-01-01T17:30:00Z,17,17,2,jun 2024
377346,28/06/2024,18:10:00,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,28,Feminino,Sem informação,2024-06-28,6,28,2024,773,1960-01-01T18:10:00Z,18,18,3,jun 2024
377363,28/06/2024,18:23:20,CRIMES,OUTROS CRIMES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,23,Masculino,Sem informação,2024-06-28,6,28,2024,773,1960-01-01T18:23:20Z,18,18,3,jun 2024
377364,28/06/2024,18:25:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,45,Masculino,Branca,2024-06-28,6,28,2024,773,1960-01-01T18:25:00Z,18,18,3,jun 2024
377943,29/06/2024,04:47:00,CONTRAVENCOES,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,42,Feminino,Sem informação,2024-06-29,6,29,2024,773,1960-01-01T04:47:00Z,4,4,9,jun 2024
378020,29/06/2024,08:00:00,CRIMES,FURTO/ARROMBAMENTO A ESTABELECIMENTO DE ENSINO,Consumado,PORTO ALEGRE,ETABELECIMENTO ENSINO,MENINO DEUS,0,NA,,,2024-06-29,6,29,2024,773,1960-01-01T08:00:00Z,8,8,1,jun 2024
379322,30/06/2024,02:00:05,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,46,Feminino,Sem informação,2024-06-30,6,30,2024,773,1960-01-01T02:00:05Z,2,2,9,jun 2024
379596,30/06/2024,10:26:00,CRIMES,OUTRAS FRAUDES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,55,Feminino,Sem informação,2024-06-30,6,30,2024,773,1960-01-01T10:26:00Z,10,10,1,jun 2024
380458,30/06/2024,22:24:00,CRIMES,COMUNICACAO FALSA DE CRIME OU CONTRAVENCAO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2024-06-30,6,30,2024,773,1960-01-01T22:24:00Z,22,22,3,jun 2024
381004,01/07/2024,08:20:00,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,29,Feminino,Branca,2024-07-01,7,1,2024,774,1960-01-01T08:20:00Z,8,8,1,jul 2024
381141,01/07/2024,09:30:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,71,Feminino,Branca,2024-07-01,7,1,2024,774,1960-01-01T09:30:00Z,9,9,1,jul 2024
381143,01/07/2024,09:30:00,CRIMES,OUTROS CRIMES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,71,Feminino,Branca,2024-07-01,7,1,2024,774,1960-01-01T09:30:00Z,9,9,1,jul 2024
381242,01/07/2024,10:00:00,CRIMES,FURTO DE DOCUMENTO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,52,Feminino,Sem informação,2024-07-01,7,1,2024,774,1960-01-01T10:00:00Z,10,10,1,jul 2024
381502,01/07/2024,11:30:00,CRIMES,FURTO QUALIFICADO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,80,Feminino,Branca,2024-07-01,7,1,2024,774,1960-01-01T11:30:00Z,11,11,1,jul 2024
381841,01/07/2024,13:30:00,CRIMES,PRECONCEITO RACA COR,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,29,Feminino,Sem informação,2024-07-01,7,1,2024,774,1960-01-01T13:30:00Z,13,13,2,jul 2024
381949,01/07/2024,14:00:19,CRIMES,CALUNIA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,32,Feminino,Sem informação,2024-07-01,7,1,2024,774,1960-01-01T14:00:19Z,14,14,2,jul 2024
381973,01/07/2024,14:24:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,57,Masculino,Branca,2024-07-01,7,1,2024,774,1960-01-01T14:24:00Z,14,14,2,jul 2024
382479,01/07/2024,18:00:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,54,Masculino,Branca,2024-07-01,7,1,2024,774,1960-01-01T18:00:00Z,18,18,3,jul 2024
382601,01/07/2024,19:00:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,50,Feminino,Sem informação,2024-07-01,7,1,2024,774,1960-01-01T19:00:00Z,19,19,3,jul 2024
382670,01/07/2024,19:30:00,CRIMES,ESTELIONATO  FRAUDE ELETRONICA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,76,Masculino,Branca,2024-07-01,7,1,2024,774,1960-01-01T19:30:00Z,19,19,3,jul 2024
382813,01/07/2024,21:00:43,CRIMES,OUTROS FURTOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,45,Feminino,Sem informação,2024-07-01,7,1,2024,774,1960-01-01T21:00:43Z,21,21,3,jul 2024
384038,02/07/2024,14:00:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,46,Feminino,Parda,2024-07-02,7,2,2024,774,1960-01-01T14:00:00Z,14,14,2,jul 2024
384233,02/07/2024,15:20:00,CRIMES,RECEPTACAO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2024-07-02,7,2,2024,774,1960-01-01T15:20:00Z,15,15,2,jul 2024
384818,02/07/2024,20:00:00,CONTRAVENCOES,VIAS DE FATO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,31,Feminino,Branca,2024-07-02,7,2,2024,774,1960-01-01T20:00:00Z,20,20,3,jul 2024
384968,02/07/2024,22:00:00,CRIMES,FURTO/ARROMBAMENTO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,64,Masculino,Branca,2024-07-02,7,2,2024,774,1960-01-01T22:00:00Z,22,22,3,jul 2024
384994,02/07/2024,22:30:00,CONTRAVENCOES,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,2,77,Masculino,Branca,2024-07-02,7,2,2024,774,1960-01-01T22:30:00Z,22,22,3,jul 2024
385254,03/07/2024,07:50:00,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,52,Masculino,Branca,2024-07-03,7,3,2024,774,1960-01-01T07:50:00Z,7,7,1,jul 2024
385393,03/07/2024,09:00:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,78,Feminino,Branca,2024-07-03,7,3,2024,774,1960-01-01T09:00:00Z,9,9,1,jul 2024
386270,03/07/2024,15:30:00,CRIMES,RECEPTACAO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,52,Masculino,Branca,2024-07-03,7,3,2024,774,1960-01-01T15:30:00Z,15,15,2,jul 2024
386509,03/07/2024,17:30:00,CRIMES,PERSEGUICAO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,27,Feminino,Branca,2024-07-03,7,3,2024,774,1960-01-01T17:30:00Z,17,17,2,jul 2024
387263,04/07/2024,08:00:00,CRIMES,FURTO DE FIOS E CABOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2024-07-04,7,4,2024,774,1960-01-01T08:00:00Z,8,8,1,jul 2024
